Brand,Voucher Details,Expiry Date,Time,Code,Offer Details,Terms & Conditions,Steps to avail,About the brand,Product GUID,Value,Product Service Name,Product Code
Hush Puppies,N/A,N/A,N/A,N/A,N/A,"1.This is a Hush Puppies Insta Gift Voucher (GV) / Gift Card (GC) and would be accepted at listed outlets. For Outlet List, please visit www.gyftr.com/hush-puppies
2.The person who has the Hush Puppies GV / GC Code is deemed to be the beneficiary.
3.Do inform the cashier that you plan to use the GV / GC for making payments before billing.
4.Only the listed Hush Puppies outlets at its sole discretion accept the GV / GC. Hush Puppies may add or remove an outlet without giving any prior notice.
5.A maximum of 7 GV / GC can be used in one bill.
6.This is a ONE time use GV / GC.
7.No Credit note / Refund for the unused amount of the GV / GC will be given.
8.Hush Puppies GV / GC CANNOT be revalidated once expired.
9.Hush Puppies GV / GC can be used during sale.
10.Hush Puppies GV / GC cannot be redeemed on specific block out dates. Hush Puppies may add or delete any date on its sole discretion.
11.Any dispute related to the GV / GC should be referred to the issuing company and the decision of the issuing company shall be final.
12.Hush Puppies makes full efforts to accept Insta Gift Vouchers (GV) / Gift Card (GC), but on account of any technical / administrative reasons an outlet may refuse to accept the same.
13.If an Insta Gift Voucher (GV) /Gift Card (GC) get blocked on account of technical issue, it would get enabled in 72 hours.
14.Please contact Shop manager for any acceptance issue and if issue is still not resolved, you can write in to bit.ly/2CsY6BX or call 18001033314 for immediate help.","Choose your product.
Share your Gift Voucher at the time of billing & pay rest by cash or card if required.","1.This is a Hush Puppies Insta Gift Voucher (GV) / Gift Card (GC) and would be accepted at listed outlets. For Outlet List, please visit www.gyftr.com/hush-puppies
2.The person who has the Hush Puppies GV / GC Code is deemed to be the beneficiary.
3.Do inform the cashier that you plan to use the GV / GC for making payments before billing.
4.Only the listed Hush Puppies outlets at its sole discretion accept the GV / GC. Hush Puppies may add or remove an outlet without giving any prior notice.
5.A maximum of 7 GV / GC can be used in one bill.
6.This is a ONE time use GV / GC.
7.No Credit note / Refund for the unused amount of the GV / GC will be given.
8.Hush Puppies GV / GC CANNOT be revalidated once expired.
9.Hush Puppies GV / GC can be used during sale.
10.Hush Puppies GV / GC cannot be redeemed on specific block out dates. Hush Puppies may add or delete any date on its sole discretion.
11.Any dispute related to the GV / GC should be referred to the issuing company and the decision of the issuing company shall be final.
12.Hush Puppies makes full efforts to accept Insta Gift Vouchers (GV) / Gift Card (GC), but on account of any technical / administrative reasons an outlet may refuse to accept the same.
13.If an Insta Gift Voucher (GV) /Gift Card (GC) get blocked on account of technical issue, it would get enabled in 72 hours.
14.Please contact Shop manager for any acceptance issue and if issue is still not resolved, you can write in to bit.ly/2CsY6BX or call 18001033314 for immediate help.",69D13B8D-A6A6-49CB-ABC8-83B3B9D21706,250,Hush Puppies INR 250,HPGV250
Hush Puppies,N/A,N/A,N/A,N/A,N/A,"1.This is a Hush Puppies Insta Gift Voucher (GV) / Gift Card (GC) and would be accepted at listed outlets. For Outlet List, please visit www.gyftr.com/hush-puppies
2.The person who has the Hush Puppies GV / GC Code is deemed to be the beneficiary.
3.Do inform the cashier that you plan to use the GV / GC for making payments before billing.
4.Only the listed Hush Puppies outlets at its sole discretion accept the GV / GC. Hush Puppies may add or remove an outlet without giving any prior notice.
5.A maximum of 7 GV / GC can be used in one bill.
6.This is a ONE time use GV / GC.
7.No Credit note / Refund for the unused amount of the GV / GC will be given.
8.Hush Puppies GV / GC CANNOT be revalidated once expired.
9.Hush Puppies GV / GC can be used during sale.
10.Hush Puppies GV / GC cannot be redeemed on specific block out dates. Hush Puppies may add or delete any date on its sole discretion.
11.Any dispute related to the GV / GC should be referred to the issuing company and the decision of the issuing company shall be final.
12.Hush Puppies makes full efforts to accept Insta Gift Vouchers (GV) / Gift Card (GC), but on account of any technical / administrative reasons an outlet may refuse to accept the same.
13.If an Insta Gift Voucher (GV) /Gift Card (GC) get blocked on account of technical issue, it would get enabled in 72 hours.
14.Please contact Shop manager for any acceptance issue and if issue is still not resolved, you can write in to bit.ly/2CsY6BX or call 18001033314 for immediate help.","Choose your product.
Share your Gift Voucher at the time of billing & pay rest by cash or card if required.","1.This is a Hush Puppies Insta Gift Voucher (GV) / Gift Card (GC) and would be accepted at listed outlets. For Outlet List, please visit www.gyftr.com/hush-puppies
2.The person who has the Hush Puppies GV / GC Code is deemed to be the beneficiary.
3.Do inform the cashier that you plan to use the GV / GC for making payments before billing.
4.Only the listed Hush Puppies outlets at its sole discretion accept the GV / GC. Hush Puppies may add or remove an outlet without giving any prior notice.
5.A maximum of 7 GV / GC can be used in one bill.
6.This is a ONE time use GV / GC.
7.No Credit note / Refund for the unused amount of the GV / GC will be given.
8.Hush Puppies GV / GC CANNOT be revalidated once expired.
9.Hush Puppies GV / GC can be used during sale.
10.Hush Puppies GV / GC cannot be redeemed on specific block out dates. Hush Puppies may add or delete any date on its sole discretion.
11.Any dispute related to the GV / GC should be referred to the issuing company and the decision of the issuing company shall be final.
12.Hush Puppies makes full efforts to accept Insta Gift Vouchers (GV) / Gift Card (GC), but on account of any technical / administrative reasons an outlet may refuse to accept the same.
13.If an Insta Gift Voucher (GV) /Gift Card (GC) get blocked on account of technical issue, it would get enabled in 72 hours.
14.Please contact Shop manager for any acceptance issue and if issue is still not resolved, you can write in to bit.ly/2CsY6BX or call 18001033314 for immediate help.",938FBB25-2FEF-4795-BEC4-C37BA4831D82,500,Hush Puppies INR 500,HPGV500
Hush Puppies,N/A,N/A,N/A,N/A,N/A,"1.This is a Hush Puppies Insta Gift Voucher (GV) / Gift Card (GC) and would be accepted at listed outlets. For Outlet List, please visit www.gyftr.com/hush-puppies
2.The person who has the Hush Puppies GV / GC Code is deemed to be the beneficiary.
3.Do inform the cashier that you plan to use the GV / GC for making payments before billing.
4.Only the listed Hush Puppies outlets at its sole discretion accept the GV / GC. Hush Puppies may add or remove an outlet without giving any prior notice.
5.A maximum of 7 GV / GC can be used in one bill.
6.This is a ONE time use GV / GC.
7.No Credit note / Refund for the unused amount of the GV / GC will be given.
8.Hush Puppies GV / GC CANNOT be revalidated once expired.
9.Hush Puppies GV / GC can be used during sale.
10.Hush Puppies GV / GC cannot be redeemed on specific block out dates. Hush Puppies may add or delete any date on its sole discretion.
11.Any dispute related to the GV / GC should be referred to the issuing company and the decision of the issuing company shall be final.
12.Hush Puppies makes full efforts to accept Insta Gift Vouchers (GV) / Gift Card (GC), but on account of any technical / administrative reasons an outlet may refuse to accept the same.
13.If an Insta Gift Voucher (GV) /Gift Card (GC) get blocked on account of technical issue, it would get enabled in 72 hours.
14.Please contact Shop manager for any acceptance issue and if issue is still not resolved, you can write in to bit.ly/2CsY6BX or call 18001033314 for immediate help.","Choose your product.
Share your Gift Voucher at the time of billing & pay rest by cash or card if required.","1.This is a Hush Puppies Insta Gift Voucher (GV) / Gift Card (GC) and would be accepted at listed outlets. For Outlet List, please visit www.gyftr.com/hush-puppies
2.The person who has the Hush Puppies GV / GC Code is deemed to be the beneficiary.
3.Do inform the cashier that you plan to use the GV / GC for making payments before billing.
4.Only the listed Hush Puppies outlets at its sole discretion accept the GV / GC. Hush Puppies may add or remove an outlet without giving any prior notice.
5.A maximum of 7 GV / GC can be used in one bill.
6.This is a ONE time use GV / GC.
7.No Credit note / Refund for the unused amount of the GV / GC will be given.
8.Hush Puppies GV / GC CANNOT be revalidated once expired.
9.Hush Puppies GV / GC can be used during sale.
10.Hush Puppies GV / GC cannot be redeemed on specific block out dates. Hush Puppies may add or delete any date on its sole discretion.
11.Any dispute related to the GV / GC should be referred to the issuing company and the decision of the issuing company shall be final.
12.Hush Puppies makes full efforts to accept Insta Gift Vouchers (GV) / Gift Card (GC), but on account of any technical / administrative reasons an outlet may refuse to accept the same.
13.If an Insta Gift Voucher (GV) /Gift Card (GC) get blocked on account of technical issue, it would get enabled in 72 hours.
14.Please contact Shop manager for any acceptance issue and if issue is still not resolved, you can write in to bit.ly/2CsY6BX or call 18001033314 for immediate help.",A10BE046-9C3B-45B6-9E6F-CC00A1D44499,1000,Hush Puppies INR 1000,HPGV1000
Hush Puppies,N/A,N/A,N/A,N/A,N/A,"1.This is a Hush Puppies Insta Gift Voucher (GV) / Gift Card (GC) and would be accepted at listed outlets. For Outlet List, please visit www.gyftr.com/hush-puppies
2.The person who has the Hush Puppies GV / GC Code is deemed to be the beneficiary.
3.Do inform the cashier that you plan to use the GV / GC for making payments before billing.
4.Only the listed Hush Puppies outlets at its sole discretion accept the GV / GC. Hush Puppies may add or remove an outlet without giving any prior notice.
5.A maximum of 7 GV / GC can be used in one bill.
6.This is a ONE time use GV / GC.
7.No Credit note / Refund for the unused amount of the GV / GC will be given.
8.Hush Puppies GV / GC CANNOT be revalidated once expired.
9.Hush Puppies GV / GC can be used during sale.
10.Hush Puppies GV / GC cannot be redeemed on specific block out dates. Hush Puppies may add or delete any date on its sole discretion.
11.Any dispute related to the GV / GC should be referred to the issuing company and the decision of the issuing company shall be final.
12.Hush Puppies makes full efforts to accept Insta Gift Vouchers (GV) / Gift Card (GC), but on account of any technical / administrative reasons an outlet may refuse to accept the same.
13.If an Insta Gift Voucher (GV) /Gift Card (GC) get blocked on account of technical issue, it would get enabled in 72 hours.
14.Please contact Shop manager for any acceptance issue and if issue is still not resolved, you can write in to bit.ly/2CsY6BX or call 18001033314 for immediate help.","Choose your product.
Share your Gift Voucher at the time of billing & pay rest by cash or card if required.","1.This is a Hush Puppies Insta Gift Voucher (GV) / Gift Card (GC) and would be accepted at listed outlets. For Outlet List, please visit www.gyftr.com/hush-puppies
2.The person who has the Hush Puppies GV / GC Code is deemed to be the beneficiary.
3.Do inform the cashier that you plan to use the GV / GC for making payments before billing.
4.Only the listed Hush Puppies outlets at its sole discretion accept the GV / GC. Hush Puppies may add or remove an outlet without giving any prior notice.
5.A maximum of 7 GV / GC can be used in one bill.
6.This is a ONE time use GV / GC.
7.No Credit note / Refund for the unused amount of the GV / GC will be given.
8.Hush Puppies GV / GC CANNOT be revalidated once expired.
9.Hush Puppies GV / GC can be used during sale.
10.Hush Puppies GV / GC cannot be redeemed on specific block out dates. Hush Puppies may add or delete any date on its sole discretion.
11.Any dispute related to the GV / GC should be referred to the issuing company and the decision of the issuing company shall be final.
12.Hush Puppies makes full efforts to accept Insta Gift Vouchers (GV) / Gift Card (GC), but on account of any technical / administrative reasons an outlet may refuse to accept the same.
13.If an Insta Gift Voucher (GV) /Gift Card (GC) get blocked on account of technical issue, it would get enabled in 72 hours.
14.Please contact Shop manager for any acceptance issue and if issue is still not resolved, you can write in to bit.ly/2CsY6BX or call 18001033314 for immediate help.",BA54C202-5380-4A99-A529-A532E886C86D,2000,Hush Puppies INR 2000,HPGV2000
Hush Puppies,N/A,N/A,N/A,N/A,N/A,"1.This is a Hush Puppies Insta Gift Voucher (GV) / Gift Card (GC) and would be accepted at listed outlets. For Outlet List, please visit www.gyftr.com/hush-puppies
2.The person who has the Hush Puppies GV / GC Code is deemed to be the beneficiary.
3.Do inform the cashier that you plan to use the GV / GC for making payments before billing.
4.Only the listed Hush Puppies outlets at its sole discretion accept the GV / GC. Hush Puppies may add or remove an outlet without giving any prior notice.
5.A maximum of 7 GV / GC can be used in one bill.
6.This is a ONE time use GV / GC.
7.No Credit note / Refund for the unused amount of the GV / GC will be given.
8.Hush Puppies GV / GC CANNOT be revalidated once expired.
9.Hush Puppies GV / GC can be used during sale.
10.Hush Puppies GV / GC cannot be redeemed on specific block out dates. Hush Puppies may add or delete any date on its sole discretion.
11.Any dispute related to the GV / GC should be referred to the issuing company and the decision of the issuing company shall be final.
12.Hush Puppies makes full efforts to accept Insta Gift Vouchers (GV) / Gift Card (GC), but on account of any technical / administrative reasons an outlet may refuse to accept the same.
13.If an Insta Gift Voucher (GV) /Gift Card (GC) get blocked on account of technical issue, it would get enabled in 72 hours.
14.Please contact Shop manager for any acceptance issue and if issue is still not resolved, you can write in to bit.ly/2CsY6BX or call 18001033314 for immediate help.","Choose your product.
Share your Gift Voucher at the time of billing & pay rest by cash or card if required.","1.This is a Hush Puppies Insta Gift Voucher (GV) / Gift Card (GC) and would be accepted at listed outlets. For Outlet List, please visit www.gyftr.com/hush-puppies
2.The person who has the Hush Puppies GV / GC Code is deemed to be the beneficiary.
3.Do inform the cashier that you plan to use the GV / GC for making payments before billing.
4.Only the listed Hush Puppies outlets at its sole discretion accept the GV / GC. Hush Puppies may add or remove an outlet without giving any prior notice.
5.A maximum of 7 GV / GC can be used in one bill.
6.This is a ONE time use GV / GC.
7.No Credit note / Refund for the unused amount of the GV / GC will be given.
8.Hush Puppies GV / GC CANNOT be revalidated once expired.
9.Hush Puppies GV / GC can be used during sale.
10.Hush Puppies GV / GC cannot be redeemed on specific block out dates. Hush Puppies may add or delete any date on its sole discretion.
11.Any dispute related to the GV / GC should be referred to the issuing company and the decision of the issuing company shall be final.
12.Hush Puppies makes full efforts to accept Insta Gift Vouchers (GV) / Gift Card (GC), but on account of any technical / administrative reasons an outlet may refuse to accept the same.
13.If an Insta Gift Voucher (GV) /Gift Card (GC) get blocked on account of technical issue, it would get enabled in 72 hours.
14.Please contact Shop manager for any acceptance issue and if issue is still not resolved, you can write in to bit.ly/2CsY6BX or call 18001033314 for immediate help.",02A1FF40-1B4E-4E40-9EBB-CF4671299FB2,5000,Hush Puppies INR 5000,HPGV5000
INGLOT -Major Brands,N/A,N/A,N/A,N/A,N/A,"1.This is a Major Brands ( Aldo, Aldo Accessories, Beverly Hills Polo Club, Call It Spring, Charles & Keith, Guess, Inglot, Nine West, New Balance, La Senza ) Insta Gift Voucher (GV) / Gift Card (GC) and would be accepted at listed outlets (For outlet list, please visit www.gyftr.com/inglot )
2.The person who has the Major Brands GV / GC Code is deemed to be the beneficiary.
3.Do inform the cashier that you plan to use the GV / GC for making payments before billing.
4.Only the listed Major Brands outlets at its sole discretion accept the GV / GC. Major Brands may add or remove an outlet without giving any prior notice.
5.More than one GV / GC can be used in one bill.
6.This is a ONE time use GV / GC.
7.No Credit note / Refund for the unused amount of the GV / GC will be given.
8.Major Brands GV / GC CANNOT be revalidated once expired.
9.Major Brands GV / GC can be used during sale.
10.Major Brands GV / GC cannot be redeemed on specific block out dates. Major Brands may add or delete any date on its sole discretion
11.Any dispute related to the Insta Gift Voucher (GV) / Insta Gift Card (GC) should be referred to the issuing company and the decision of the issuing company shall be final.
12.Major Brands makes full efforts to accept Insta Gift Voucher (GV) / Gift Card (GC), but on account of any technical / administrative reasons an outlet may refuse to accept the same.
13.If an Insta Gift Voucher (GV) / Gift Card (GC) gets blocked on account of technical issue, it would get enabled in 72 hours.
14.Please contact Shop manager for any acceptance issue and if issue is still not resolved, you can write in to bit.ly/2CsY6BX or call 18001033314 for immediate help.","Choose your product.
Share your Gift Voucher at the time of billing & pay rest by cash or card if required.","Inglot is a Polish cosmetic company with a presence in over 70 countries. Today, it has become a popular brand in the Cosmetic category among women. Use this at 150+ outlets across India.",5FA0C0A6-A790-44BD-87F0-8F6C9B4EA3D3,500,INGLOT INR500,INGLOT500
INGLOT -Major Brands,N/A,N/A,N/A,N/A,N/A,"1.This is a Major Brands ( Aldo, Aldo Accessories, Beverly Hills Polo Club, Call It Spring, Charles & Keith, Guess, Inglot, Nine West, New Balance, La Senza ) Insta Gift Voucher (GV) / Gift Card (GC) and would be accepted at listed outlets (For outlet list, please visit www.gyftr.com/inglot )
2.The person who has the Major Brands GV / GC Code is deemed to be the beneficiary.
3.Do inform the cashier that you plan to use the GV / GC for making payments before billing.
4.Only the listed Major Brands outlets at its sole discretion accept the GV / GC. Major Brands may add or remove an outlet without giving any prior notice.
5.More than one GV / GC can be used in one bill.
6.This is a ONE time use GV / GC.
7.No Credit note / Refund for the unused amount of the GV / GC will be given.
8.Major Brands GV / GC CANNOT be revalidated once expired.
9.Major Brands GV / GC can be used during sale.
10.Major Brands GV / GC cannot be redeemed on specific block out dates. Major Brands may add or delete any date on its sole discretion
11.Any dispute related to the Insta Gift Voucher (GV) / Insta Gift Card (GC) should be referred to the issuing company and the decision of the issuing company shall be final.
12.Major Brands makes full efforts to accept Insta Gift Voucher (GV) / Gift Card (GC), but on account of any technical / administrative reasons an outlet may refuse to accept the same.
13.If an Insta Gift Voucher (GV) / Gift Card (GC) gets blocked on account of technical issue, it would get enabled in 72 hours.
14.Please contact Shop manager for any acceptance issue and if issue is still not resolved, you can write in to bit.ly/2CsY6BX or call 18001033314 for immediate help.","Choose your product.
Share your Gift Voucher at the time of billing & pay rest by cash or card if required.","Inglot is a Polish cosmetic company with a presence in over 70 countries. Today, it has become a popular brand in the Cosmetic category among women. Use this at 150+ outlets across India.",FA8A01FC-3572-4DAC-A354-A148D717C948,1000,INGLOT INR1000,INGLOT1000
INGLOT -Major Brands,N/A,N/A,N/A,N/A,N/A,"1.This is a Major Brands ( Aldo, Aldo Accessories, Beverly Hills Polo Club, Call It Spring, Charles & Keith, Guess, Inglot, Nine West, New Balance, La Senza ) Insta Gift Voucher (GV) / Gift Card (GC) and would be accepted at listed outlets (For outlet list, please visit www.gyftr.com/inglot )
2.The person who has the Major Brands GV / GC Code is deemed to be the beneficiary.
3.Do inform the cashier that you plan to use the GV / GC for making payments before billing.
4.Only the listed Major Brands outlets at its sole discretion accept the GV / GC. Major Brands may add or remove an outlet without giving any prior notice.
5.More than one GV / GC can be used in one bill.
6.This is a ONE time use GV / GC.
7.No Credit note / Refund for the unused amount of the GV / GC will be given.
8.Major Brands GV / GC CANNOT be revalidated once expired.
9.Major Brands GV / GC can be used during sale.
10.Major Brands GV / GC cannot be redeemed on specific block out dates. Major Brands may add or delete any date on its sole discretion
11.Any dispute related to the Insta Gift Voucher (GV) / Insta Gift Card (GC) should be referred to the issuing company and the decision of the issuing company shall be final.
12.Major Brands makes full efforts to accept Insta Gift Voucher (GV) / Gift Card (GC), but on account of any technical / administrative reasons an outlet may refuse to accept the same.
13.If an Insta Gift Voucher (GV) / Gift Card (GC) gets blocked on account of technical issue, it would get enabled in 72 hours.
14.Please contact Shop manager for any acceptance issue and if issue is still not resolved, you can write in to bit.ly/2CsY6BX or call 18001033314 for immediate help.","Choose your product.
Share your Gift Voucher at the time of billing & pay rest by cash or card if required.","Inglot is a Polish cosmetic company with a presence in over 70 countries. Today, it has become a popular brand in the Cosmetic category among women. Use this at 150+ outlets across India.",E32BD8F1-9CAE-4674-AA2F-7A3C2CD098BB,2000,INGLOT INR2000,INGLOT2000
INGLOT -Major Brands,N/A,N/A,N/A,N/A,N/A,"1.This is a Major Brands ( Aldo, Aldo Accessories, Beverly Hills Polo Club, Call It Spring, Charles & Keith, Guess, Inglot, Nine West, New Balance, La Senza ) Insta Gift Voucher (GV) / Gift Card (GC) and would be accepted at listed outlets (For outlet list, please visit www.gyftr.com/inglot )
2.The person who has the Major Brands GV / GC Code is deemed to be the beneficiary.
3.Do inform the cashier that you plan to use the GV / GC for making payments before billing.
4.Only the listed Major Brands outlets at its sole discretion accept the GV / GC. Major Brands may add or remove an outlet without giving any prior notice.
5.More than one GV / GC can be used in one bill.
6.This is a ONE time use GV / GC.
7.No Credit note / Refund for the unused amount of the GV / GC will be given.
8.Major Brands GV / GC CANNOT be revalidated once expired.
9.Major Brands GV / GC can be used during sale.
10.Major Brands GV / GC cannot be redeemed on specific block out dates. Major Brands may add or delete any date on its sole discretion
11.Any dispute related to the Insta Gift Voucher (GV) / Insta Gift Card (GC) should be referred to the issuing company and the decision of the issuing company shall be final.
12.Major Brands makes full efforts to accept Insta Gift Voucher (GV) / Gift Card (GC), but on account of any technical / administrative reasons an outlet may refuse to accept the same.
13.If an Insta Gift Voucher (GV) / Gift Card (GC) gets blocked on account of technical issue, it would get enabled in 72 hours.
14.Please contact Shop manager for any acceptance issue and if issue is still not resolved, you can write in to bit.ly/2CsY6BX or call 18001033314 for immediate help.","Choose your product.
Share your Gift Voucher at the time of billing & pay rest by cash or card if required.","Inglot is a Polish cosmetic company with a presence in over 70 countries. Today, it has become a popular brand in the Cosmetic category among women. Use this at 150+ outlets across India.",0FB3D6B7-6C7C-4233-B13D-22322F73328C,5000,INGLOT INR5000,INGLOT5000
India Today Hindi,N/A,N/A,N/A,N/A,N/A,"• The Voucher Code is valid for 6 months from the date of issue.
• These promo codes are only valid on given links only
• There will be no refund once the payment has been made
• For other T&C please refer: http://subscriptions.intoday.in/subscriptions/digitalsubscriptions/tnc-carnival.jsp
• Please contact bit.ly/2CsY6BX or call 18001033314 for any acceptance issue or for any immediate help.",,Subscribe to the digital copy of India Today Hindi and get updated with the latest National and Local news in Hindi. Get your yearly subscription at discounted prices with India Today Hindi gift vouchers and gift cards.,BA35B3BA-5550-4D16-82A9-C1926CF901F4,2080,India Today Hindi - Annual Digital Subscription INR 2080,ITHV2080
India Today English,N/A,N/A,N/A,N/A,N/A,"The Voucher Code is valid for 6 months from the date of issue.
•These promo codes are only valid on given links only
•There will be no refund once the payment has been made
•For other T&C please refer: http://subscriptions.intoday.in/subscriptions/digitalsubscriptions/tnc-carnival.jsp
•Please contact bit.ly/2CsY6BX or call 18001033314 for any acceptance issue or for any immediate help.",,Subscribe to fortnightly India Today English and stay updated with the latest National and Local news. Get your yearly subscription at discounted prices with India Today English gift vouchers and gift cards and don’t miss out on the latest affairs around you.,28FA5719-C8DD-4097-B5E1-DA995AF3EE3E,3900,India Today English - Annual Digital Subscription INR 3900,ITEV3900
Kama Ayurveda,N/A,N/A,N/A,N/A,N/A,"1.This is a Kama Ayurveda Insta Gift Voucher (GV) / Gift Card (GC) and would be accepted both online and at Listed Kama Ayurveda stores.
2.The person who has the Kama Ayurveda GV / GC Code is deemed to be the beneficiary.
3.Do inform the cashier that you plan to use the GV / GC for making payments before billing.
4.Multiple Gift Vouchers CAN be used in one bill at the store/retail outlet.
5.Only ONE voucher can be used per transaction at www.kamaayurveda.com
6.This is a One-time use GV / GC.
7.No Credit note / Refund for the unused amount of the GV / GC will be given.
8.Kama Ayurveda GV / GC CANNOT be revalidated once expired.
9.Kama Ayurveda GV / GC cannot be clubbed with on-going promotions.
10.Kama Ayurveda GV / GC cannot be redeemed on specific block out dates. Kama Ayurveda may add or delete any date on its sole discretion.
11.Any dispute related to the GV / GC should be referred to the issuing company and the decision of the issuing company shall be final.
12.Kama Ayurveda makes full efforts to accept Insta Gift Vouchers (GV) / Gift Card (GC), but on account of any technical reasons GV / GC may not be redeemed.
13.If an Insta Gift Voucher (GV) /Gift Card (GC) gets blocked on account of technical issue, it would get enabled in 72 hours.
14.For any queries / issues related to GV / GC, raise a request at www.gvhelpdesk.com","Choose your product.
Share your Gift Voucher at the time of billing & pay rest by cash or card if required.","Experience the essence of authentic and original Ayurveda from a line of homegrown ayurvedic products from Kama Ayurveda. Get products to nourish your skin, hair, body, and more. Their extensive catalog of ayurvedic products is tested, original and a completely natural remedy in themselves. Get discounts on Kama Ayurveda products using Kama Ayurveda Gift Vouchers and Gift Cards to save on your shopping.",E33C0544-153E-4FB6-BF13-1BA54111B445,250,Kama Ayurveda INR 250,KAGV250
Kama Ayurveda,N/A,N/A,N/A,N/A,N/A,"1.This is a Kama Ayurveda Insta Gift Voucher (GV) / Gift Card (GC) and would be accepted both online and at Listed Kama Ayurveda stores.
2.The person who has the Kama Ayurveda GV / GC Code is deemed to be the beneficiary.
3.Do inform the cashier that you plan to use the GV / GC for making payments before billing.
4.Multiple Gift Vouchers CAN be used in one bill at the store/retail outlet.
5.Only ONE voucher can be used per transaction at www.kamaayurveda.com
6.This is a One-time use GV / GC.
7.No Credit note / Refund for the unused amount of the GV / GC will be given.
8.Kama Ayurveda GV / GC CANNOT be revalidated once expired.
9.Kama Ayurveda GV / GC cannot be clubbed with on-going promotions.
10.Kama Ayurveda GV / GC cannot be redeemed on specific block out dates. Kama Ayurveda may add or delete any date on its sole discretion.
11.Any dispute related to the GV / GC should be referred to the issuing company and the decision of the issuing company shall be final.
12.Kama Ayurveda makes full efforts to accept Insta Gift Vouchers (GV) / Gift Card (GC), but on account of any technical reasons GV / GC may not be redeemed.
13.If an Insta Gift Voucher (GV) /Gift Card (GC) gets blocked on account of technical issue, it would get enabled in 72 hours.
14.For any queries / issues related to GV / GC, raise a request at www.gvhelpdesk.com","Choose your product.
Share your Gift Voucher at the time of billing & pay rest by cash or card if required.","Experience the essence of authentic and original Ayurveda from a line of homegrown ayurvedic products from Kama Ayurveda. Get products to nourish your skin, hair, body, and more. Their extensive catalog of ayurvedic products is tested, original and a completely natural remedy in themselves. Get discounts on Kama Ayurveda products using Kama Ayurveda Gift Vouchers and Gift Cards to save on your shopping.",CB846272-7E83-4E1D-A8EF-C7E78264CDBF,500,Kama Ayurveda INR 500,KAGV500
Kama Ayurveda,N/A,N/A,N/A,N/A,N/A,"1.This is a Kama Ayurveda Insta Gift Voucher (GV) / Gift Card (GC) and would be accepted both online and at Listed Kama Ayurveda stores.
2.The person who has the Kama Ayurveda GV / GC Code is deemed to be the beneficiary.
3.Do inform the cashier that you plan to use the GV / GC for making payments before billing.
4.Multiple Gift Vouchers CAN be used in one bill at the store/retail outlet.
5.Only ONE voucher can be used per transaction at www.kamaayurveda.com
6.This is a One-time use GV / GC.
7.No Credit note / Refund for the unused amount of the GV / GC will be given.
8.Kama Ayurveda GV / GC CANNOT be revalidated once expired.
9.Kama Ayurveda GV / GC cannot be clubbed with on-going promotions.
10.Kama Ayurveda GV / GC cannot be redeemed on specific block out dates. Kama Ayurveda may add or delete any date on its sole discretion.
11.Any dispute related to the GV / GC should be referred to the issuing company and the decision of the issuing company shall be final.
12.Kama Ayurveda makes full efforts to accept Insta Gift Vouchers (GV) / Gift Card (GC), but on account of any technical reasons GV / GC may not be redeemed.
13.If an Insta Gift Voucher (GV) /Gift Card (GC) gets blocked on account of technical issue, it would get enabled in 72 hours.
14.For any queries / issues related to GV / GC, raise a request at www.gvhelpdesk.com","Choose your product.
Share your Gift Voucher at the time of billing & pay rest by cash or card if required.","Experience the essence of authentic and original Ayurveda from a line of homegrown ayurvedic products from Kama Ayurveda. Get products to nourish your skin, hair, body, and more. Their extensive catalog of ayurvedic products is tested, original and a completely natural remedy in themselves. Get discounts on Kama Ayurveda products using Kama Ayurveda Gift Vouchers and Gift Cards to save on your shopping.",2844CCBB-3979-4B7A-981C-E31D0AAA0ECF,1000,Kama Ayurveda INR 1000,KAGV1000
